,Short_Name,Full_Name,geometry
2089,B14005m26,SEX BY SCHOOL ENROLLMENT BY EDUCATIONAL ATTAINMENT BY EMPLOYMENT STATUS FOR THE POPULATION 16 TO 19 YEARS: Not high school graduate: Population 16 to 19 years -- (Margin of Error),
2090,B14005e27,SEX BY SCHOOL ENROLLMENT BY EDUCATIONAL ATTAINMENT BY EMPLOYMENT STATUS FOR THE POPULATION 16 TO 19 YEARS: Not high school graduate: Employed: Population 16 to 19 years -- (Estimate),
2091,B14005m27,SEX BY SCHOOL ENROLLMENT BY EDUCATIONAL ATTAINMENT BY EMPLOYMENT STATUS FOR THE POPULATION 16 TO 19 YEARS: Not high school graduate: Employed: Population 16 to 19 years -- (Margin of Error),
2092,B14005e28,SEX BY SCHOOL ENROLLMENT BY EDUCATIONAL ATTAINMENT BY EMPLOYMENT STATUS FOR THE POPULATION 16 TO 19 YEARS: Not high school graduate: Unemployed: Population 16 to 19 years -- (Estimate),
2093,B14005m28,SEX BY SCHOOL ENROLLMENT BY EDUCATIONAL ATTAINMENT BY EMPLOYMENT STATUS FOR THE POPULATION 16 TO 19 YEARS: Not high school graduate: Unemployed: Population 16 to 19 years -- (Margin of Error),
2094,B14005e29,SEX BY SCHOOL ENROLLMENT BY EDUCATIONAL ATTAINMENT BY EMPLOYMENT STATUS FOR THE POPULATION 16 TO 19 YEARS: Not high school graduate: Not in labor force: Population 16 to 19 years -- (Estimate),
2095,B14005m29,SEX BY SCHOOL ENROLLMENT BY EDUCATIONAL ATTAINMENT BY EMPLOYMENT STATUS FOR THE POPULATION 16 TO 19 YEARS: Not high school graduate: Not in labor force: Population 16 to 19 years -- (Margin of Error),
2096,B14007e1,SCHOOL ENROLLMENT BY DETAILED  LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER: Total: Population 3 years and over -- (Estimate),
2097,B14007m1,SCHOOL ENROLLMENT BY DETAILED  LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER: Total: Population 3 years and over -- (Margin of Error),
2098,B14007e2,SCHOOL ENROLLMENT BY DETAILED  LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER: Enrolled in school: Population 3 years and over -- (Estimate),
2099,B14007m2,SCHOOL ENROLLMENT BY DETAILED  LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER: Enrolled in school: Population 3 years and over -- (Margin of Error),
2100,B14007e3,"SCHOOL ENROLLMENT BY DETAILED  LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER: Enrolled in school: Enrolled in nursery school, preschool: Population 3 years and over -- (Estimate)",
2101,B14007m3,"SCHOOL ENROLLMENT BY DETAILED  LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER: Enrolled in school: Enrolled in nursery school, preschool: Population 3 years and over -- (Margin of Error)",
2102,B14007e4,SCHOOL ENROLLMENT BY DETAILED  LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER: Enrolled in school: Enrolled in kindergarten: Population 3 years and over -- (Estimate),
2103,B14007m4,SCHOOL ENROLLMENT BY DETAILED  LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER: Enrolled in school: Enrolled in kindergarten: Population 3 years and over -- (Margin of Error),
2104,B14007e5,SCHOOL ENROLLMENT BY DETAILED  LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER: Enrolled in school: Enrolled in grade 1: Population 3 years and over -- (Estimate),
2105,B14007m5,SCHOOL ENROLLMENT BY DETAILED  LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER: Enrolled in school: Enrolled in grade 1: Population 3 years and over -- (Margin of Error),
2106,B14007e6,SCHOOL ENROLLMENT BY DETAILED  LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER: Enrolled in school: Enrolled in grade 2: Population 3 years and over -- (Estimate),
2107,B14007m6,SCHOOL ENROLLMENT BY DETAILED  LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER: Enrolled in school: Enrolled in grade 2: Population 3 years and over -- (Margin of Error),
2108,B14007e7,SCHOOL ENROLLMENT BY DETAILED  LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER: Enrolled in school: Enrolled in grade 3: Population 3 years and over -- (Estimate),
2109,B14007m7,SCHOOL ENROLLMENT BY DETAILED  LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER: Enrolled in school: Enrolled in grade 3: Population 3 years and over -- (Margin of Error),
2110,B14007e8,SCHOOL ENROLLMENT BY DETAILED  LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER: Enrolled in school: Enrolled in grade 4: Population 3 years and over -- (Estimate),
2111,B14007m8,SCHOOL ENROLLMENT BY DETAILED  LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER: Enrolled in school: Enrolled in grade 4: Population 3 years and over -- (Margin of Error),
2112,B14007e9,SCHOOL ENROLLMENT BY DETAILED  LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER: Enrolled in school: Enrolled in grade 5: Population 3 years and over -- (Estimate),
2113,B14007m9,SCHOOL ENROLLMENT BY DETAILED  LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER: Enrolled in school: Enrolled in grade 5: Population 3 years and over -- (Margin of Error),
2114,B14007e10,SCHOOL ENROLLMENT BY DETAILED  LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER: Enrolled in school: Enrolled in grade 6: Population 3 years and over -- (Estimate),
2115,B14007m10,SCHOOL ENROLLMENT BY DETAILED  LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER: Enrolled in school: Enrolled in grade 6: Population 3 years and over -- (Margin of Error),
2116,B14007e11,SCHOOL ENROLLMENT BY DETAILED  LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER: Enrolled in school: Enrolled in grade 7: Population 3 years and over -- (Estimate),
2117,B14007m11,SCHOOL ENROLLMENT BY DETAILED  LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER: Enrolled in school: Enrolled in grade 7: Population 3 years and over -- (Margin of Error),
2118,B14007e12,SCHOOL ENROLLMENT BY DETAILED  LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER: Enrolled in school: Enrolled in grade 8: Population 3 years and over -- (Estimate),
2119,B14007m12,SCHOOL ENROLLMENT BY DETAILED  LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER: Enrolled in school: Enrolled in grade 8: Population 3 years and over -- (Margin of Error),
2120,B14007e13,SCHOOL ENROLLMENT BY DETAILED  LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER: Enrolled in school: Enrolled in grade 9: Population 3 years and over -- (Estimate),
2121,B14007m13,SCHOOL ENROLLMENT BY DETAILED  LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER: Enrolled in school: Enrolled in grade 9: Population 3 years and over -- (Margin of Error),
2122,B14007e14,SCHOOL ENROLLMENT BY DETAILED  LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER: Enrolled in school: Enrolled in grade 10: Population 3 years and over -- (Estimate),
2123,B14007m14,SCHOOL ENROLLMENT BY DETAILED  LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER: Enrolled in school: Enrolled in grade 10: Population 3 years and over -- (Margin of Error),
2124,B14007e15,SCHOOL ENROLLMENT BY DETAILED  LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER: Enrolled in school: Enrolled in grade 11: Population 3 years and over -- (Estimate),
2125,B14007m15,SCHOOL ENROLLMENT BY DETAILED  LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER: Enrolled in school: Enrolled in grade 11: Population 3 years and over -- (Margin of Error),
2126,B14007e16,SCHOOL ENROLLMENT BY DETAILED  LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER: Enrolled in school: Enrolled in grade 12: Population 3 years and over -- (Estimate),
2127,B14007m16,SCHOOL ENROLLMENT BY DETAILED  LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER: Enrolled in school: Enrolled in grade 12: Population 3 years and over -- (Margin of Error),
2128,B14007e17,"SCHOOL ENROLLMENT BY DETAILED  LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER: Enrolled in school: Enrolled in college, undergraduate years: Population 3 years and over -- (Estimate)",
2129,B14007m17,"SCHOOL ENROLLMENT BY DETAILED  LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER: Enrolled in school: Enrolled in college, undergraduate years: Population 3 years and over -- (Margin of Error)",
2130,B14007e18,SCHOOL ENROLLMENT BY DETAILED  LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER: Enrolled in school: Graduate or professional school: Population 3 years and over -- (Estimate),
2131,B14007m18,SCHOOL ENROLLMENT BY DETAILED  LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER: Enrolled in school: Graduate or professional school: Population 3 years and over -- (Margin of Error),
2132,B14007e19,SCHOOL ENROLLMENT BY DETAILED  LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER: Enrolled in school: Not enrolled in school: Population 3 years and over -- (Estimate),
2133,B14007m19,SCHOOL ENROLLMENT BY DETAILED  LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER: Enrolled in school: Not enrolled in school: Population 3 years and over -- (Margin of Error),
2134,B14007Ae1,SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (WHITE ALONE): Total: White alone population 3 years and over -- (Estimate),
2135,B14007Am1,SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (WHITE ALONE): Total: White alone population 3 years and over -- (Margin of Error),
2136,B14007Ae2,SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (WHITE ALONE): Enrolled in school: White alone population 3 years and over -- (Estimate),
2137,B14007Am2,SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (WHITE ALONE): Enrolled in school: White alone population 3 years and over -- (Margin of Error),
2138,B14007Ae3,"SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (WHITE ALONE): Enrolled in school: Enrolled in nursery school, preschool: White alone population 3 years and over -- (Estimate)",
2139,B14007Am3,"SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (WHITE ALONE): Enrolled in school: Enrolled in nursery school, preschool: White alone population 3 years and over -- (Margin of Error)",
2140,B14007Ae4,SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (WHITE ALONE): Enrolled in school: Enrolled in kindergarten: White alone population 3 years and over -- (Estimate),
2141,B14007Am4,SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (WHITE ALONE): Enrolled in school: Enrolled in kindergarten: White alone population 3 years and over -- (Margin of Error),
2142,B14007Ae5,SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (WHITE ALONE): Enrolled in school: Enrolled in grade 1: White alone population 3 years and over -- (Estimate),
2143,B14007Am5,SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (WHITE ALONE): Enrolled in school: Enrolled in grade 1: White alone population 3 years and over -- (Margin of Error),
2144,B14007Ae6,SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (WHITE ALONE): Enrolled in school: Enrolled in grade 2: White alone population 3 years and over -- (Estimate),
2145,B14007Am6,SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (WHITE ALONE): Enrolled in school: Enrolled in grade 2: White alone population 3 years and over -- (Margin of Error),
2146,B14007Ae7,SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (WHITE ALONE): Enrolled in school: Enrolled in grade 3: White alone population 3 years and over -- (Estimate),
2147,B14007Am7,SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (WHITE ALONE): Enrolled in school: Enrolled in grade 3: White alone population 3 years and over -- (Margin of Error),
2148,B14007Ae8,SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (WHITE ALONE): Enrolled in school: Enrolled in grade 4: White alone population 3 years and over -- (Estimate),
2149,B14007Am8,SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (WHITE ALONE): Enrolled in school: Enrolled in grade 4: White alone population 3 years and over -- (Margin of Error),
2150,B14007Ae9,SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (WHITE ALONE): Enrolled in school: Enrolled in grade 5: White alone population 3 years and over -- (Estimate),
2151,B14007Am9,SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (WHITE ALONE): Enrolled in school: Enrolled in grade 5: White alone population 3 years and over -- (Margin of Error),
2152,B14007Ae10,SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (WHITE ALONE): Enrolled in school: Enrolled in grade 6: White alone population 3 years and over -- (Estimate),
2153,B14007Am10,SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (WHITE ALONE): Enrolled in school: Enrolled in grade 6: White alone population 3 years and over -- (Margin of Error),
2154,B14007Ae11,SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (WHITE ALONE): Enrolled in school: Enrolled in grade 7: White alone population 3 years and over -- (Estimate),
2155,B14007Am11,SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (WHITE ALONE): Enrolled in school: Enrolled in grade 7: White alone population 3 years and over -- (Margin of Error),
2156,B14007Ae12,SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (WHITE ALONE): Enrolled in school: Enrolled in grade 8: White alone population 3 years and over -- (Estimate),
2157,B14007Am12,SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (WHITE ALONE): Enrolled in school: Enrolled in grade 8: White alone population 3 years and over -- (Margin of Error),
2158,B14007Ae13,SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (WHITE ALONE): Enrolled in school: Enrolled in grade 9: White alone population 3 years and over -- (Estimate),
2159,B14007Am13,SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (WHITE ALONE): Enrolled in school: Enrolled in grade 9: White alone population 3 years and over -- (Margin of Error),
2160,B14007Ae14,SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (WHITE ALONE): Enrolled in school: Enrolled in grade 10: White alone population 3 years and over -- (Estimate),
2161,B14007Am14,SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (WHITE ALONE): Enrolled in school: Enrolled in grade 10: White alone population 3 years and over -- (Margin of Error),
2162,B14007Ae15,SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (WHITE ALONE): Enrolled in school: Enrolled in grade 11: White alone population 3 years and over -- (Estimate),
2163,B14007Am15,SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (WHITE ALONE): Enrolled in school: Enrolled in grade 11: White alone population 3 years and over -- (Margin of Error),
2164,B14007Ae16,SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (WHITE ALONE): Enrolled in school: Enrolled in grade 12: White alone population 3 years and over -- (Estimate),
2165,B14007Am16,SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (WHITE ALONE): Enrolled in school: Enrolled in grade 12: White alone population 3 years and over -- (Margin of Error),
2166,B14007Ae17,"SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (WHITE ALONE): Enrolled in school: Enrolled in college, undergraduate years: White alone population 3 years and over -- (Estimate)",
2167,B14007Am17,"SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (WHITE ALONE): Enrolled in school: Enrolled in college, undergraduate years: White alone population 3 years and over -- (Margin of Error)",
2168,B14007Ae18,SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (WHITE ALONE): Enrolled in school: Graduate or professional school: White alone population 3 years and over -- (Estimate),
2169,B14007Am18,SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (WHITE ALONE): Enrolled in school: Graduate or professional school: White alone population 3 years and over -- (Margin of Error),
2170,B14007Ae19,SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (WHITE ALONE): Enrolled in school: Not enrolled in school: White alone population 3 years and over -- (Estimate),
2171,B14007Am19,SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (WHITE ALONE): Enrolled in school: Not enrolled in school: White alone population 3 years and over -- (Margin of Error),
2172,B14007Be1,SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Total: Black or African American alone population 3 years and over -- (Estimate),
2173,B14007Bm1,SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Total: Black or African American alone population 3 years and over -- (Margin of Error),
2174,B14007Be2,SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Enrolled in school: Black or African American alone population 3 years and over -- (Estimate),
2175,B14007Bm2,SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Enrolled in school: Black or African American alone population 3 years and over -- (Margin of Error),
2176,B14007Be3,"SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Enrolled in school: Enrolled in nursery school, preschool: Black or African American alone population 3 years and over -- (Estimate)",
2177,B14007Bm3,"SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Enrolled in school: Enrolled in nursery school, preschool: Black or African American alone population 3 years and over -- (Margin of Error)",
2178,B14007Be4,SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Enrolled in school: Enrolled in kindergarten: Black or African American alone population 3 years and over -- (Estimate),
2179,B14007Bm4,SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Enrolled in school: Enrolled in kindergarten: Black or African American alone population 3 years and over -- (Margin of Error),
2180,B14007Be5,SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Enrolled in school: Enrolled in grade 1: Black or African American alone population 3 years and over -- (Estimate),
2181,B14007Bm5,SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Enrolled in school: Enrolled in grade 1: Black or African American alone population 3 years and over -- (Margin of Error),
2182,B14007Be6,SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Enrolled in school: Enrolled in grade 2: Black or African American alone population 3 years and over -- (Estimate),
2183,B14007Bm6,SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Enrolled in school: Enrolled in grade 2: Black or African American alone population 3 years and over -- (Margin of Error),
2184,B14007Be7,SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Enrolled in school: Enrolled in grade 3: Black or African American alone population 3 years and over -- (Estimate),
2185,B14007Bm7,SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Enrolled in school: Enrolled in grade 3: Black or African American alone population 3 years and over -- (Margin of Error),
2186,B14007Be8,SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Enrolled in school: Enrolled in grade 4: Black or African American alone population 3 years and over -- (Estimate),
2187,B14007Bm8,SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Enrolled in school: Enrolled in grade 4: Black or African American alone population 3 years and over -- (Margin of Error),
2188,B14007Be9,SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Enrolled in school: Enrolled in grade 5: Black or African American alone population 3 years and over -- (Estimate),
2189,B14007Bm9,SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Enrolled in school: Enrolled in grade 5: Black or African American alone population 3 years and over -- (Margin of Error),
2190,B14007Be10,SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Enrolled in school: Enrolled in grade 6: Black or African American alone population 3 years and over -- (Estimate),
2191,B14007Bm10,SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Enrolled in school: Enrolled in grade 6: Black or African American alone population 3 years and over -- (Margin of Error),
2192,B14007Be11,SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Enrolled in school: Enrolled in grade 7: Black or African American alone population 3 years and over -- (Estimate),
2193,B14007Bm11,SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Enrolled in school: Enrolled in grade 7: Black or African American alone population 3 years and over -- (Margin of Error),
2194,B14007Be12,SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Enrolled in school: Enrolled in grade 8: Black or African American alone population 3 years and over -- (Estimate),
2195,B14007Bm12,SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Enrolled in school: Enrolled in grade 8: Black or African American alone population 3 years and over -- (Margin of Error),
2196,B14007Be13,SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Enrolled in school: Enrolled in grade 9: Black or African American alone population 3 years and over -- (Estimate),
2197,B14007Bm13,SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Enrolled in school: Enrolled in grade 9: Black or African American alone population 3 years and over -- (Margin of Error),
2198,B14007Be14,SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Enrolled in school: Enrolled in grade 10: Black or African American alone population 3 years and over -- (Estimate),
2199,B14007Bm14,SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Enrolled in school: Enrolled in grade 10: Black or African American alone population 3 years and over -- (Margin of Error),
2200,B14007Be15,SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Enrolled in school: Enrolled in grade 11: Black or African American alone population 3 years and over -- (Estimate),
2201,B14007Bm15,SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Enrolled in school: Enrolled in grade 11: Black or African American alone population 3 years and over -- (Margin of Error),
2202,B14007Be16,SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Enrolled in school: Enrolled in grade 12: Black or African American alone population 3 years and over -- (Estimate),
2203,B14007Bm16,SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Enrolled in school: Enrolled in grade 12: Black or African American alone population 3 years and over -- (Margin of Error),
2204,B14007Be17,"SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Enrolled in school: Enrolled in college, undergraduate years: Black or African American alone population 3 years and over -- (Estimate)",
2205,B14007Bm17,"SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Enrolled in school: Enrolled in college, undergraduate years: Black or African American alone population 3 years and over -- (Margin of Error)",
2206,B14007Be18,SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Enrolled in school: Graduate or professional school: Black or African American alone population 3 years and over -- (Estimate),
2207,B14007Bm18,SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Enrolled in school: Graduate or professional school: Black or African American alone population 3 years and over -- (Margin of Error),
